id_bradesco;unit_name;data_inicio;dias_antes_automacao;reference_id;unit_id
1451;1451 V.DIVA-USP;11/03/25;34;5108;4828
9;9 RANCHARIA;10/20/25;34;5140;4852
401;401 PETROPOLIS-CENTRO;11/03/25;34;4903;4638
10;10 TUPA;09/30/25;34;4846;4591
227;227 BOTAFOGO-URJ;12/08/25;34;5143;4952
12;12 ANDRADINA;12/08/25;34;5409;4972
404;404 PARAGUACU PAULISTA;11/03/25;34;5142;4853
14;14 BIRIGUI;12/18/25;34;5309;4958
879;879 TAGUATINGA-CID.SAT.;07/31/25;34;4464;4008
27;27 CAMBE;12/08/25;34;5206;4897
32;32 ROLANDIA;12/08/25;34;5218;4955
3012;3012 CALCADA-USA;11/03/25;34;4244;4188
43;43 PEDERNEIRAS;12/08/25;34;5215;4940
405;405 TERESINA-CENTRO;12/08/25;34;4405;4299
44;44 OURINHOS;11/24/25;34;5298;4873
45;45 SANTOS-CENTRO;07/31/25;34;4764;4009
115;115 V.PRUDENTE-USP;06/16/25;34;4514;3823
47;47 APUCARANA;09/30/25;34;4869;4610
1234;1234 BEZERRA MENEZES-UFO;09/01/25;34;4796;4554
53;53 PC.W.DAVIDS-ULONDR;12/08/25;34;5388;4962
402;402 MOGI MIRIM;11/03/25;34;5110;4863
57;57 ASSAI;09/15/25;34;4905;4640
3229;3229 B.JARAGUA-UMC;02/09/26;34;5055;
76;76 STA.CRUZ RIO PARDO;09/30/25;34;4818;4569
2391;2391 V.REMEDIOS-UR.OSASCO;12/08/25;34;4746;4510
85;85 PINHEIROS-USP;04/17/25;34;4147;3591
395;395 JACAREI CENTRO;08/15/25;34;4780;3994
87;87 MADUREIRA-URJ;09/01/25;34;4914;4648
1718;1718 PRIME PRAIA DO CANTO-URB. VITORIA-ES;01/02/26;34;5120;5062
94;94 CASA VERDE-USP;06/16/25;34;4550;3868
398;398 LORENA;11/03/25;34;5198;4847
106;106 PARI-USP;06/16/25;34;4452;3760
111;111 V.ANASTACIO-USP;07/31/25;34;4759;3993
532;532 MATAO;11/03/25;34;4887;4626
113;113 S.MIGUEL PTA.USP;12/08/25;34;5083;4937
1545;1545 MACAE-CENTRO RJ;09/01/25;34;4779;4540
415;415 GUARATINGUETA;11/03/25;34;5195;4858
122;122 S.CAETANO DO SUL-CTO;12/08/25;34;5404;4963
3184;3184 ILHA GOVERNADOR-URJ;06/16/25;34;4923;4657
128;128 TUCURUVI-USP;09/30/25;34;4470;4341
155;155 V.GALVAO-U.GUARULHOS;12/08/25;34;5099;4951
134;134 JD.AMERICA-USP;06/16/25;34;4353;3786
141;141 IBIPORA;12/08/25;34;5232;4893
452;452 FORTALEZA-CENTRO;11/03/25;34;4982;4832
142;142 CIANORTE;09/30/25;34;4874;4615
467;467 IPATINGA-CENTRO;11/03/25;34;4870;4611
144;144 BARRETOS;01/02/26;34;5318;5065
381;381 TIMBO;11/03/25;34;5125;4829
145;145 PIRACICABA-CENTRO;12/08/25;34;5106;4923
150;150 JUNDIAI-CENTRO;01/02/26;34;4737;4501
148;148 MOGI DAS CRUZES-CTO.;04/17/25;34;4102;3643
179;179 CAMPO MOURAO;09/30/25;34;4864;4605
2829;2829 V.VIRGINIA-U.R.PRETO;01/02/26;34;5330;4932
151;151 LIMEIRA-CENTRO;11/03/25;34;5048;4849
193;193 TAQUARITINGA;11/24/25;34;5109;4872
157;157 AVARE;11/24/25;34;4323;4239
350;350 CACAPAVA;11/03/25;34;5063;4804
172;172 MIRASSOL;01/02/26;34;5425;5026
201;201 BOTUCATU;11/24/25;34;4343;4254
173;173 PONTA PORA;09/30/25;34;4591;4437
288;288 VERDES MARES-UFO;09/15/25;34;4826;4577
2968;2968 CAPAO DA CANOA;06/16/25;34;5337;4959
187;187 RIO CLARO-CENTRO;11/03/25;34;5098;4883
1612;1612 CARAGUATATUBA;11/03/25;34;5212;4813
189;189 DOURADOS CENTRO;09/01/25;34;4558;4408
1379;1379 MONTESE-UFO;11/03/25;34;4947;4670
190;190 SERRA NEGRA;01/02/26;34;5468;5068
272;272 DIADEMA - CENTRO;11/03/25;34;5008;4792
3113;3113 PC.SAN MARTIN-U.VIT;09/01/25;34;5121;5242
3016;3016 CANDEIAS;07/31/25;34;4976;4779
202;202 GOIOERE;12/08/25;34;5160;4907
594;594 RONDON DO PARA;11/03/25;34;4873;4614
206;206 S.SEBASTIAO;11/24/25;34;5210;4879
236;236 FEIRA SANTANA-CENTRO;11/03/25;34;5073;4793
216;216 PINDAMONHANGABA;11/03/25;34;5022;4786
318;318 PAULINIA;11/03/25;34;4980;4826
224;224 MOGI GUACU CTO;12/08/25;34;5015;4936
225;225 S.JOSE DOS CPOS.CTO.;01/02/26;34;5345;5071
1493;1493 LINHARES;09/30/25;34;4765;4527
1006;1006 BARRA DE S.FRANCISCO;09/30/25;34;4760;4523
239;239 ITABUNA-CENTRO;07/31/25;34;4243;3930
240;240 ANAPOLIS-CENTRO;09/01/25;34;4795;4553
310;310 CARMO-U.CAMP.;08/15/25;34;4766;4528
241;241 W-3 SUL 511-UBRASIL.;09/01/25;34;4708;4482
244;244 CAMPINAS-UGO;09/30/25;34;4906;4641
256;256 TRES LAGOAS;01/02/26;34;5231;5117
457;457 JI-PARANA;01/02/26;34;4817;4568
260;260 MONTE ALTO;11/03/25;34;5163;4838
538;538 UTINGA-URB.STO.ANDRE;03/24/25;34;4097;3562
261;261 ITAPETININGA;12/08/25;34;5336;4921
394;394 JABOTICABAL;12/08/25;34;5167;4915
1803;1803 AV.PRES.VARGAS-URJ;07/31/25;34;4852;4597
588;588 CABO FRIO;09/30/25;34;4867;4608
2107;2107 AV.28 ABRIL-UIPATING;07/31/25;34;4878;4619
279;279 S.CRISTOVAO-URJ;11/03/25;34;4950;4672
284;284 TATUI;12/08/25;34;5335;4926
1567;1567 CEL.FABRICIANO;11/03/25;34;4871;4612
285;285 S.LEOPOLDO-CENTRO;09/30/25;34;4566;4416
498;498 PC.BEN.CALIXTO-USP;09/30/25;34;4583;4429
564;564 ALDEOTA-UFO;11/03/25;34;4872;4613
291;291 BOA VIAGEM-URE;06/16/25;34;4064;3796
432;432 JANDIRA;09/01/25;34;4941;4668
294;294 V.GUSTAVO-USP;06/16/25;34;4481;3788
2178;2178 NOVA MARABA-U.MARABA;07/31/25;34;4865;4606
305;305 VARGEM GRANDE DO SUL;01/02/26;34;5471;5055
582;582 JACAREPAGUA-URJ;09/30/25;34;4539;4391
308;308 AMERICO BRASILIENSE;11/03/25;34;4934;4662
1057;1057 ARMACAO DOS BUZIOS;09/15/25;34;4863;4604
314;314 ARTUR NOGUEIRA;01/02/26;34;5363;5019
3211;3211 CARUARU-CENTRO;11/03/25;34;4721;4492
316;316 INDAIATUBA - CTO.;02/09/26;34;5441;5186
3187;3187 FOZ DO IGUACU UPR;09/30/25;34;5184;4978
317;317 NOVA ODESSA;10/20/25;34;5020;4801
319;319 PEDREIRA;01/02/26;34;5367;5025
326;326 PASSO D AREIA-UPA;09/15/25;34;4547;4398
397;397 LENCOIS PAULISTA;11/24/25;34;5312;
328;328 ITU;10/20/25;34;5081;4833
329;329 ARARAS;01/02/26;34;5274;5100
438;438 CASCAVEL-CENTRO;12/08/25;34;5181;4953
332;332 BALNEARIO CAMBORIU;06/16/25;34;4195;3744
973;973 BARREIRAS;09/01/25;34;4774;4536
333;333 BLUMENAU-CENTRO;11/03/25;34;4940;4667
374;374 SANTA FE DO SUL;12/18/25;34;4877;4618
334;334 TUPY-URB.JOINVILLE;09/01/25;34;4731;4497
540;540 NOVA FRIBURGO-CENTRO;09/30/25;34;4901;4637
335;335 GUAIRA;01/02/26;34;5247;5054
1579;1579 MARANGUAPE;11/03/25;34;5117;4856
341;341 CANOINHAS;11/03/25;34;5165;4839
345;345 CRICIUMA-CENTRO;09/30/25;34;4565;4415
347;347 ESTREITO-UFL;06/16/25;34;4182;3772
1785;1785 GAVEA-URJ;07/15/25;34;4866;4607
353;353 INDAIAL;09/30/25;34;5134;4738
354;354 CARAPICUIBA-CENTRO;11/24/25;34;4965;4684
1262;1262 MAIRIPORA;09/30/25;34;4987;4735
2840;2840 BOSQUE-URIO BRANCO;11/03/25;34;4967;4686
358;358 JOINVILLE-CENTRO;09/15/25;34;4751;4515
360;360 LAGES-CENTRO;09/01/25;34;4241;4185
1597;1597 GRUTA DE LOURDES - URB MACEIO;11/03/25;34;5047;4809
362;362 MAFRA;11/03/25;34;5156;4837
1011;1011 ALTAMIRA;11/03/25;34;4916;4650
367;367 RIO DO SUL;09/01/25;34;4943;4669
459;459 ANGRA DOS REIS;11/03/25;34;5082;4851
1938;1938 MAIRINQUE;04/17/25;34;5079;4827
853;853 BAIRRO DOS PIMENTAS URB. GUARULHOS;11/03/25;34;4949;4671
385;385 XANXERE;09/01/25;34;4608;4450
2617;2617 RUA DA PAZ U.S.LUIS;08/15/25;34;5023;4882
386;386 BARRINHA;11/03/25;34;5104;4845
1015;1015 VARGEM GDE.PAULISTA;11/03/25;34;5080;4862
390;390 CRUZEIRO;11/03/25;34;5056;4761
2424;2424 GUARA-CID.SATELITE;05/15/25;34;4739;4503
392;392 GUARIBA;11/03/25;34;5168;4840
2184;2184 AV.TABOAO-U.SBC;11/03/25;34;4984;4890
1070;1070 JD.PAULISTA-U.S.J.C;11/03/25;34;5039;4808
448;448 HADDOCK LOBO-URJ;12/08/25;34;4915;4649
736;736 TABATINGA;11/03/25;34;5260;5210
403;403 MONTE MOR;11/03/25;34;4973;4692
1613;1613 UBATUBA;11/24/25;34;5306;4889
1645;1645 PARATY;12/08/25;34;5187;4908
410;410 RIO DAS PEDRAS;09/30/25;34;5088;4749
1154;1154 AV.PORTUGAL-U.S.AND.;12/08/25;34;5300;4918
422;422 ALFONSO BOVERO-USP;06/16/25;34;4541;3795
1414;1414 FLAMENGO-URJ;11/03/25;34;4920;4654
436;436 P. MARAVILHA-URB.RJ;07/31/25;34;4581;4427
1503;1503 JOAO MONLEVADE;10/20/25;34;4896;4632
444;444 AV.SAUDADE-U.R.PRETO;12/08/25;34;5339;4934
1446;1446 CARIACICA;12/08/25;34;4819;4570
2911;2911 AV GUADALUPE-U.S.J.C;09/15/25;34;5050;4782
3230;3230 PALMEIRA DOS INDIOS;11/03/25;34;5154;5095
453;453 AMPARO;01/02/26;34;5458;5035
476;476 ATIBAIA;01/02/26;34;5014;5030
454;454 CRATO -CENTRO CE;12/18/25;34;5244;4996
1444;1444 JD.BOTANICO-URJ;11/03/25;34;4885;4625
455;455 IGUATU - IGUATU;01/02/26;34;5251;5080
3167;3167 PROPRIA;12/08/25;34;5075;4891
2765;2765 JARDINS-URB.ARACAJU;12/08/25;34;5102;4913
458;458 SOBRAL -CENTRO CE;01/02/26;34;5334;5066
2401;2401 ALTO BOA VISTA U.RP.;03/24/25;34;5323;4920
2869;2869 R.MARQUES HERVAL-UCS;03/24/25;34;5190;4929
460;460 IMPERATRIZ-CENTRO;11/03/25;34;4577;4423
466;466 CID.INDAL.U.CONTAGEM;11/03/25;34;4337;4250
2763;2763 AV.P.CAST.BRANCO-URP;04/17/25;34;5327;4931
478;478 PAISSANDU-USP;06/16/25;34;4516;3810
482;482 EDUARDO RIBEIRO-UMA;07/31/25;34;4360;4269
2435;2435 PRIME CENTRAL-URJ;09/30/25;34;5356;5108
494;494 R.SANTA CRUZ-USP;07/31/25;34;4349;4260
1002;1002 PORTO REAL;01/02/26;34;5175;5034
514;514 POCOS DE CALDAS-CTO;12/08/25;34;5025;5218
2218;2218 BR 010-U.IMPERAT.;09/01/25;34;4609;4451
517;517 ITAPIRA;12/08/25;34;5200;4919
3166;3166 LAGARTO;12/08/25;34;5068;4906
520;520 STA.BARB.D`OESTE-CTO;11/03/25;34;5019;4780
2115;2115 VIA EXPRESSA-UMACEIO;09/30/25;34;5065;4928
521;521 TIETE;12/08/25;34;5185;4954
2886;2886 AV.B.BASSITT-U.SJRP;07/15/25;34;5452;5027
522;522 BOA VISTA-CENTRO;12/08/25;34;5406;4966
1193;1193 PAULICEIA-U.S.B.CPO.;01/02/26;34;5348;5067
523;523 MACAPA-CENTRO;09/30/25;34;4092;4057
524;524 SANTAREM;01/02/26;34;4931;4660
533;533 MOCOCA;01/02/26;34;5483;5073
2136;2136 PC.ESTACAO-U.FRANCA;12/08/25;34;5320;5043
536;536 S.JOSE DO RIO PARDO;01/02/26;34;5480;5115
1960;1960 JD.SATELITE-U.S.J.CP;12/08/25;34;5342;4960
1662;1662 TREZE DE MAIO URB.RP;12/08/25;34;5340;4943
539;539 RESENDE;12/08/25;34;5182;
542;542 TERESOPOLIS-CENTRO;11/03/25;34;4899;4635
2719;2719 AV.GOIAS U.S.C.SUL;09/15/25;34;5381;4944
552;552 CAMPO GRANDE-URJ;07/31/25;34;4118;3968
2220;2220 AV.MUTINGA-USP;02/09/26;34;5714;5286
2013;2013 ESTACIO-URJ;06/16/25;34;5296;5102
566;566 CAMPO LIMPO PTA-CTRO;11/03/25;34;5021;4802
567;567 IRACEMAPOLIS;11/24/25;34;5176;4866
1981;1981 JOSE BONIFACIO;06/16/25;34;5424;5113
569;569 ENTRE RIOS;11/03/25;34;5034;4842
583;583 LIDO-URJ;07/31/25;34;4552;4403
1302;1302 CANINDE;12/18/25;34;5277;4992
595;595 BARAO ITAPURA-UCAMP.;07/31/25;34;4379;4007
620;620 REDENCAO;11/03/25;34;4839;4584
625;625 CONJUNTO CEARA - U FORT;09/30/25;34;4968;4687
3224;3224 ALECRIM-U.NATAL;06/16/25;34;5051;4861
639;639 BORBOREMA-U.C.GRANDE;11/03/25;34;4822;4573
1678;1678 CAPIVARI;12/08/25;34;5332;4942
646;646 PONTA GROSSA-CTO PR;11/24/25;34;4597;4442
2388;2388 LOUVEIRA;09/01/25;34;5357;4961
684;684 ACARAU -CE;01/02/26;34;5408;5089
1795;1795 PQ.NACOES-U.ST.ANDRE;07/31/25;34;5315;5105
685;685 ARACATI -CE;01/02/26;34;5302;5008
688;688 BREJO SANTO -CE;12/18/25;34;5226;4983
692;692 PE CICERO - U JUAZ NORTE;01/02/26;34;5243;5098
3212;3212 GARANHUNS-PE;09/01/25;34;5256;5041
708;708 GUAJARA MIRIM;09/30/25;34;5016;5385
713;713 MESSEJANA - U FORT -CE;09/30/25;34;4884;4624
714;714 BARBALHA -CE;12/18/25;34;5248;4991
923;923 TELEMACO BORBA;12/08/25;34;5389;4945
719;719 ITAPAGE -CE;12/18/25;34;5288;4997
726;726 TIANGUA -CE;01/02/26;34;5338;5044
731;731 MAURITI -CE;12/18/25;34;5225;5003
734;734 OURO PRETO DO OESTE;11/03/25;34;4816;4567
756;756 MILAGRES -CE;12/18/25;34;5236;4990
757;757 MISSAO VELHA -CE;12/18/25;34;5242;4984
1278;1278 IVINHEMA;11/03/25;34;4605;4448
765;765 PACAJUS -CE;11/03/25;34;5124;4820
767;767 PACATUBA -CE;11/03/25;34;5152;4836
770;770 VARZEA ALEGRE;01/02/26;34;5253;5063
1195;1195 PIRAPORINHA-U.DIADEM;11/03/25;34;5011;4818
789;789 TAUA;02/09/26;34;5591;
791;791 CODO;11/03/25;34;4458;4332
1723;1723 ARACRUZ;09/30/25;34;5115;4736
806;806 JARU;11/03/25;34;4808;4563
1240;1240 AV NOVA YORK URB RJ;09/30/25;34;4856;4600
811;811 BAIRRO TAQUARALTO URB. PALMAS;06/16/25;34;4534;3867
814;814 JOAO PAULO II URB RJ;07/31/25;34;4619;3881
826;826 CAMACARI-CENTRO;11/03/25;34;5049;4850
2774;2774 N.ALPHA.-USPARNAIBA;09/01/25;34;4955;4676
835;835 SURUBIM;09/30/25;34;4617;4459
843;843 B.CAJAZEIRAS USA;06/16/25;34;4275;3780
1226;1226 BARUERI-CENTRO;09/30/25;34;4992;4770
1939;1939 PEDREIRA-UBE;11/03/25;34;5017;4859
855;855 GUAPIMIRIM;09/01/25;34;4883;4623
875;875 ICOARACI-UBE;01/02/26;34;5067;5092
906;906 STA.CRUZ;09/30/25;34;5178;4747
3205;3205 CASA AMARELA-URE;04/17/25;34;4070;3743
925;925 CONCEICAO ARAGUAIA;09/30/25;34;4832;4582
926;926 COLON.MURICI-USJPIN;08/15/25;34;4480;4003
927;927 HORTOLANDIA;09/01/25;34;4989;4783
937;937 PICOS;09/01/25;34;4596;4441
957;957 CAXIAS;06/16/25;34;4393;3912
995;995 S.GONCALO AMARANTE;11/24/25;34;5180;5162
999;999 OIAPOQUE;09/30/25;34;5132;4737
2766;2766 DOWNTOWN-U.RJ;12/08/25;34;4338;3827
1004;1004 S.MATEUS;09/30/25;34;4750;4514
1008;1008 EDEN-U.SOROC.;12/08/25;34;5294;4957
1075;1075 BARRA DA TIJUCA-URJ;07/15/25;34;4369;3861
1013;1013 ILHABELA;11/24/25;34;5297;4885
2622;2622 AV.ENG.C.ALVARES-USP;11/03/25;34;4528;3802
1026;1026 PEDREIRAS;01/02/26;34;4493;4359
1061;1061 B.TORRE U.J.PESSOA;06/16/25;34;4252;3824
1072;1072 SANTA LUZIA;01/02/26;34;5197;5053
2431;2431 V.REZENDE U.PIRACIC.;08/15/25;34;5089;4750
1856;1856 STA.LUZIA;06/16/25;34;4326;4242
1104;1104 MANAIRA URB JOAO PESSOA PB;09/01/25;34;4590;4436
2201;2201 CALOGERAS-UCG-MS;04/17/25;34;4559;4409
1123;1123 MAIOBAO D.PCO.LUMIAR;10/20/25;34;5119;4834
1136;1136 PRESIDENTE DUTRA;09/15/25;34;4505;4368
1146;1146 SAO JOSE DE RIBAMAR;12/18/25;34;5144;5002
1167;1167 COHAB URB. SAO LUIS;09/30/25;34;4921;4655
1173;1173 VL.ATLANT.U.LFREITAS;09/30/25;34;4969;4688
1180;1180 GOVERNADOR LOBAO URB. S.;01/02/26;34;4712;4486
1219;1219 PINHEIRINHO-UCT;06/16/25;34;4279;3781
3226;3226 MOSSORO-CENTRO;11/03/25;34;5585;
1231;1231 CUMBICA-U.GUARUL;07/15/25;34;4580;3869
1628;1628 R.BOA VISTA-USP;07/31/25;34;4482;3972
1236;1236 CAIEIRAS;04/17/25;34;4194;3646
1640;1640 LAURO DE FREITAS-CTO;09/01/25;34;4563;4413
1260;1260 CABO;06/02/25;34;4123;3716
1631;1631 HUMAITA-URJ;07/31/25;34;4582;4428
1701;1701 PRIME AV.9 JULHO URP;12/08/25;34;5325;4941
2134;2134 PRUDENTE MORAIS-UNA;04/17/25;34;5066;5238
1311;1311 PQ.NOVO MUNDO-USP;04/17/25;34;4164;3648
1473;1473 VL.UNIVERSIT.U.BAURU;12/08/25;34;5316;4898
1319;1319 JOAO PAULO-USL;11/03/25;34;5028;4781
1614;1614 SALTO;12/08/25;34;5290;4901
1394;1394 MIGUEL PEREIRA;09/30/25;34;4922;4656
1411;1411 BAIRRO DA PAZ-URB-PARAUAPEBAS-PA;09/01/25;34;4850;4595
3202;3202 AFOGADOS-URE;05/15/25;34;4087;3647
2379;2379 V.VALQUEIRE-URJ;07/31/25;34;4128;3645
1420;1420 R.DA INDEPEND.UMACAP;09/15/25;34;4105;4070
1647;1647 PORTO SEGURO;06/02/25;34;4167;3678
2276;2276 CARLOS GOMES-UPA;06/02/25;34;4267;4206
1448;1448 ARIQUEMES;07/15/25;34;4432;3865
2423;2423 JD.ANALIA FRANCO-USP (Desmobilizada);06/16/25;34;4272;3667
1466;1466 JARDIM;09/30/25;34;4624;4465
2065;2065 ITAIM PAULISTA-USP;04/17/25;34;4201;3612
1485;1485 SIDROLANDIA;09/30/25;34;5078;4739
2133;2133 MESQUITA;12/08/25;34;4169;3642
1496;1496 STA.IZABEL DO PARA;02/09/26;34;5328;5163
1904;1904 CAMARAGIBE;03/18/25;34;4068;3734
1882;1882 ARARUAMA;07/31/25;34;4127;3644
1543;1543 SANTO AMARO;09/01/25;34;4767;4529
2122;2122 SAQUAREMA;09/01/25;34;4161;4114
3206;3206 ENCRUZILHADA-URE;06/16/25;34;4077;3641
1547;1547 VALENCA;11/24/25;34;5171;4865
1549;1549 CAMPOS DO JORDAO;11/03/25;34;5035;4776
1554;1554 PARAISO DO TOCANTINS;07/15/25;34;4394;3876
1555;1555 S.CARLOS;09/01/25;34;4610;4452
1883;1883 BOM JESUS DA LAPA;04/17/25;34;5137;4752
2679;2679 CAIS APOLO-T.TR.URE;08/15/25;34;4083;3557
2093;2093 V.CAICARA-URB.PR.GDE;11/03/25;34;4324;3783
1606;1606 PAULISTA-PE CENTRO;06/02/25;34;4082;3723
3214;3214 PALMARES;01/02/26;34;4710;4484
1621;1621 FRANCISCO MORATO;11/24/25;34;4997;4878
1632;1632 VASSOURAS;11/24/25;34;5159;4875
1638;1638 IBITINGA;11/03/25;34;5174;4830
2140;2140 JABOATAO GUARARAPES;01/02/26;34;4101;4066
2007;2007 GUARABIRA;06/16/25;34;5053;4819
1648;1648 PRADOPOLIS;09/30/25;34;4890;4629
1672;1672 VIAD.U.ANANINDEUA;12/08/25;34;5037;4912
3210;3210 ARCOVERDE;04/17/25;34;5130;4805
1692;1692 PASSOS;11/24/25;34;5018;4881
1686;1686 OURILANDIA DO NORTE;11/03/25;34;5005;4775
1725;1725 COLINAS DE TOCANTINS;07/31/25;34;4420;4311
2628;2628 SIQUEIRA CPOS.U.ARAC;06/16/25;34;5084;5031
1741;1741 ARUJA;12/08/25;34;5278;4956
2831;2831 ANANINDEUA-CENTRO;12/08/25;34;5057;4950
1876;1876 SAO FELIX DO XINGU;06/02/25;34;5000;4784
3215;3215 PESQUEIRA;09/30/25;34;4768;4530
2145;2145 FAROL-U.MACEIO;07/31/25;34;5052;4844
1899;1899 S.PEDRO DA ALDEIA;12/08/25;34;4860;4603
2046;2046 TELEGRAFO-UBE;11/03/25;34;4964;4683
1949;1949 PIEDADE;07/31/25;34;5279;
1950;1950 BARAO GURGUEIA-UTER;12/08/25;34;4355;3874
1952;1952 BOITUVA;07/15/25;34;5333;4933
1969;1969 BONFIM-U.CAMP;06/02/25;34;4790;4000
1987;1987 NOVA CASCAVEL-U.CASC;06/02/25;34;5172;4939
1989;1989 CORDEIROPOLIS;12/08/25;34;5221;4930
2219;2219 W-3 NORTE-UBRASILIA;11/24/25;34;4585;4431
2189;2189 MORRO AGUDO;07/31/25;34;5258;5064
2084;2084 ATAIDE TEIVE URB BOA VISTA RR;04/17/25;34;5403;4965
2293;2293 CALHAU-URB.SAO LUIS-MA;04/17/25;34;4623;4464
2091;2091 TIMOTEO-ACESITA;07/31/25;34;4894;4630
2114;2114 PARNAMIRIM;09/15/25;34;5030;4746
2116;2116 BARREIROS;12/08/25;34;4702;3962
2690;2690 GRANDE CIRCULAR-UMA;12/08/25;34;4414;3863
2949;2949 SHOP.MILLENNIUM-URJ;03/31/25;34;4350;3814
2213;2213 CID.NOVA-U.FRANCA;06/16/25;34;5319;5042
2215;2215 BERTIOGA;08/15/25;34;5501;5202
2787;2787 MAL.HERMES-URJ;06/16/25;34;4177;3634
2393;2393 B.BOA VISTA-LIMEIRA;04/17/25;34;5157;4812
2467;2467 ALEIXO-UMA;09/30/25;34;4443;3893
2472;2472 PORTO SEC.PIRAJA-USA;06/02/25;34;4524;4016
2711;2711 APAREC.GOIANIA CTO.;07/15/25;34;4960;4680
2682;2682 RUA SAO FRANCISCO - U. ARAPIRACA - AL;03/24/25;34;5114;4888
2806;2806 B.RETIRO-U.V.REDONDA;09/15/25;34;5386;
3126;3126 NOVO PROGRESSO;06/30/25;34;4990;5149
2836;2836 AL.PAULISTA-U.ARARAQ;03/31/25;34;5173;4821
3164;3164 ITABAIANA;01/02/26;34;5076;4900
3169;3169 ARAPIRACA - CENTRO - AL;12/08/25;34;5112;5160
3435;3435 PROF.ALFR.BALENA-UBH;09/01/25;34;4740;4504
3453;3453 CONSELH.AGUIAR-URE;08/15/25;34;4069;3615
3492;3492 BENJ.GUIMARAES-UBH;11/03/25;34;4775;4537
3518;3518 IGUAI;06/16/25;34;5111;4728
3530;3530 B.BRASIL-UVCONQUISTA;09/15/25;34;4840;4585
3533;3533 MURITIBA;09/15/25;34;5402;
3544;3544 TUCANO;09/30/25;34;4325;3769
3559;3559 BOQUIRA;08/15/25;34;5202;4869
3563;3563 S.FRANCISCO CONDE;11/03/25;34;5354;5164
3570;3570 JEREMOABO;04/17/25;34;5150;5070
3646;3646 AV.TANCRE NEVES-USA;09/15/25;34;4506;4369
3662;3662 CHAME-CHAME-USA;06/16/25;34;4496;3900
3669;3669 DIAS D`AVILA;06/16/25;34;4998;4748
3693;3693 PINDAI;06/30/25;34;5013;4785
3703;3703 PARINTINS;11/03/25;34;5118;4729
3704;3704 ITACOATIARA;09/30/25;34;4979;4711
3706;3706 MAUES - MAUES;09/15/25;34;5141;4740
3718;3718 BORBA;06/16/25;34;5440;5020
3720;3720 NOVO ARIPUANA;01/02/26;34;5451;5029
3723;3723 LABREA;01/02/26;34;5371;4896
3725;3725 BARREIRINHA;12/08/25;34;5127;4894
3726;3726 BOULEVARD-UMA;09/30/25;34;4391;4290
3731;3731 FONTE BOA;12/08/25;34;5271;4822
3740;3740 BENJAMIN CONSTANT;09/01/25;34;5267;4814
3742;3742 CANUTAMA;11/03/25;34;5377;
3743;3743 TEFE;12/08/25;34;5216;4774
3749;3749 S.P.DE OLIVENCA;11/03/25;34;5270;4815
3812;3812 BURITIS URB. BELO HORIZONTE;06/02/25;34;4758;4521
3953;3953 R.SAL.MARINHO-U.CPOS;04/17/25;34;5626;5403
5224;5224 BURITI BRAVO;06/16/25;34;4551;4402
5367;5367 BELA CRUZ-CE;11/03/25;34;5413;5111
5383;5383 CAMPOS SALES, CE;01/02/26;34;5595;5188
5392;5392 ICO, CE;07/31/25;34;5586;5388
5743;5743 NOVO REPARTIMENTO;01/02/26;34;4895;4631
5745;5745 PACAJA, PA;09/30/25;34;4907;4642
5877;5877 MACAIBA, RN;09/30/25;34;5044;4743
5879;5879 MONTE ALEGRE, RN;09/30/25;34;5162;4892
5882;5882 PAU DOS FERROS, RN;09/30/25;34;5581;5167
5883;5883 SANTO ANTONIO-RN;02/09/26;34;5164;4744
6012;6012 AV.SAO JOAO-USJC, SP;01/02/26;34;5344;5107
6037;6037 BOM CONSELHO;09/01/25;34;5149;4846
6041;6041 PETROLANDIA;11/03/25;34;5131;4864
6175;6175 CORURIPE-AL;11/03/25;34;5107;4938
6566;6566 S.FRANCISCO-U.NITER;07/31/25;34;4498;3951
6694;6694 PRAIA FORTE-M.S.JOAO;06/16/25;34;5347;5200
